site_id,longitude,latitude,charger_num,total_duration,total_volume,avg_power,perimeter,area
156,-118.39642,34.179554,1,0.0,0.0,0.0,604.4740207710911,28665.515255840928
157,-118.39578409299999,34.1817401689,3,9000.499999999996,59407.95833333333,6.600247619047622,764.7003609085392,44041.36136136478
158,-118.4155232958,33.96945614573,10,58314.928445229656,386489.31107184925,6.670219663891548,776.1412163405942,44923.923395683705
159,-118.394110136,33.894916269,2,3942.208333333332,26018.574999999997,6.600000000000003,610.0834244150901,29219.58418555574
160,-118.352539673,33.7836152526,1,4131.999999999998,27317.783333333333,6.609435209355562,602.8718229814499,28532.303401567955
161,-118.394448596875,33.8986302076625,4,12649.666666666662,83517.16666666667,6.6018548033472575,748.6214018402864,42149.67985247719
162,-118.4173642,34.0610319,1,2441.958333333332,16116.925,6.600000000000003,603.9909501702259,28625.36530984336
163,-118.37299671049999,33.92811486925,1,5282.999999999998,34867.799999999996,6.600000000000002,603.4527360206711,28580.617852863918
164,-118.182944713,33.8696437032,1,2810.2916666666656,18552.583333333332,6.600496346217028,603.2171464545945,28561.026032319103
165,-118.341729026,33.7999947334,1,2900.666666666666,19144.399999999998,6.600000000000003,602.937452295641,28537.76266732212
166,-118.440409172,34.2825688029,1,729.9999999999995,4817.999999999999,6.6,604.896310258003,28700.603517423584
167,-118.441990285,34.2840554225,1,2753.2499999999995,13775.83333333333,5.002508200725853,604.902420930753,28701.111188738272
168,-118.438480245,34.2804248001,1,2898.249999999999,19128.449999999997,6.600000000000003,604.8874982775391,28699.87141956334
169,-118.44166636700001,34.281492446049995,1,2655.9166666666656,17529.05,6.600000000000001,604.8918862441362,28700.23597160445
170,-118.43060251656253,34.204597926293744,16,15028.209087183388,35760.2779733472,1.4561004829888653,789.5623441759112,48483.287473073535
171,-118.534254102,34.2006821476,1,1932.4166666666658,12856.433333333332,6.6495418186739,604.5604474163015,28672.697244752417
172,-118.58058060566668,34.24856007779999,9,20385.583333333325,134558.825,6.600518422067903,840.1277459659593,52506.66291578412
173,-118.38559517,33.8331228356,1,3263.999999999999,21542.4,6.600000000000002,603.07036086208,28548.817754676864
174,-118.48977548122222,34.011543484311105,9,30465.66666666666,201143.275,6.60203084835494,761.7296331588402,44193.16046372039
175,-118.3143214185,33.84121823595,2,3353.416666666665,22132.550000000003,6.600000000000003,617.0807362391292,29764.96913647027
176,-118.571808632125,34.2758321733125,4,10515.33333333333,69472.98333333334,6.6053698749038245,814.2765016710156,48131.362135445735
177,-118.354255722,33.83271750452499,2,5179.208333333332,34201.40833333333,6.605283183982079,776.7297843274248,43167.07264043346
178,-118.392406071,34.1565152654,1,0.0,0.0,0.0,604.3798867635185,28657.692349908582
179,-118.436966,33.996166,1,2957.583333333332,19520.050000000003,6.600000000000003,603.727827602567,28603.4910242006
180,-118.24107879620001,34.05778429493999,5,22167.999999999993,146394.70416666666,6.60332280818046,771.7725359476271,43725.41617828031
181,-118.353127109,33.8325432959,1,4632.499999999998,30611.766666666663,6.606084442487116,603.0680338050294,28548.624202358016
182,-118.4329139605,34.0633631921,2,4484.458333333332,24039.30833333333,5.164392857166428,607.3827171084432,28951.655447686862
183,-118.22676482133333,34.1663276135,3,7845.291666666664,51792.125,6.6006984526099926,640.7204215770251,31961.174865607936
184,-118.48372097916665,33.998405527466666,6,14500.54166666666,95727.35833333334,6.601144407779441,768.1307557698839,43998.64239839017
185,-118.3095535489375,34.09794743303125,8,16438.374999999993,108578.56666666667,6.604261749073791,817.980932628651,49680.12158018729
186,-118.199077061,33.7667124846,1,2177.6666666666656,14372.6,6.600000000000002,602.804155503124,28526.674358037315
187,-118.490875,34.01811,1,995.5416666666662,6570.575,6.600000000000004,603.816742180554,28610.883202967136
188,-118.21568523900001,33.795505657,2,6458.45833333333,42625.82499999999,6.600000000000001,613.5448154869667,29461.498038888865
189,-118.24098753300001,34.03348844435,2,5050.041666666666,33348.908333333326,6.603097402869585,621.7090430315137,30228.23495941583
190,-118.57304045000001,34.27567035,1,2365.916666666666,15641.349999999999,6.630710966542753,604.8679607016668,28698.248226726828
191,-118.32202848700001,33.922436769650005,2,9553.083333333328,63064.816666666666,6.600608232093143,616.5364497243352,29913.209416239995
192,-118.302901625,34.059481114,1,2860.999999999999,34332.0,12.000000000000004,603.9846491961458,28624.84153028438
193,-118.33890500000001,33.807636,2,10660.083333333328,70373.1,6.601729309168965,614.1194773164013,29704.31887388231
194,-118.3971350145,33.930026742449996,2,7821.166666666664,51619.700000000004,6.600000000000001,617.1948219258467,29773.54286871795
195,-118.43730629111111,34.15686612496666,3,8174.33333333333,53966.51666666666,6.601395096219957,755.2298649113017,43857.16742436031
196,-118.1862125,33.8063096,1,540.4709859202098,3442.4297355216627,6.430573130182362,602.9627696304069,28539.868587522837
197,-118.2146483505,33.750318887125005,4,9298.041666666664,61399.68333333333,6.602309979999937,661.7166958689593,34646.848232622826
198,-118.52482409275,34.047579183775,2,6509.291666666665,42961.325,6.600000000000002,671.6862789764187,35243.38945304461
199,-118.333702549,33.8058236912,1,3568.0416666666656,23549.074999999997,6.600000000000003,602.9608212479965,28539.706520391144
200,-118.3348907675,33.804880193500004,6,16337.958333333327,107845.275,6.601082436023854,717.9501998545006,40445.377422906815
201,-118.5920634228,34.18355140050001,5,38749.57450121844,255747.19170804176,6.600000000000001,729.0810568264878,40007.483067974135
202,-118.386705943,34.0209406393,1,3119.2083333333326,20586.774999999998,6.600000000000003,603.8282189917093,28611.83733187282
203,-118.3875775,33.9516114,1,12008.624999999996,79322.14166666666,6.604673713243139,603.5476090518138,28588.50675236659
204,-118.486922373,34.01615814335,2,6687.446806117856,33437.234030589294,5.0,651.7112650884565,33076.70229091203
205,-118.4419347,33.9919284,1,11829.005319148935,78071.43510638297,6.6000000000000005,603.7106690092554,28602.064445909684
206,-118.42621088233334,33.97662268726666,3,13392.624999999996,82198.19166666667,6.111031583217039,622.8450411772716,30311.814181451817
207,-118.48461830549999,34.157116256449996,2,9950.416666666664,65672.75,6.600000000000002,612.6354099925453,29382.180141027584
208,-118.3708938,34.1603669,1,3166.499999999999,20898.899999999998,6.600000000000003,604.3956163207692,28658.999569951804
209,-118.25493,34.046955,1,3168.333333333332,20915.658333333336,6.600806777508372,603.9337731493799,28620.61229378689
210,-118.497632037,34.0302918137,1,3341.0833333333317,22053.883333333335,6.600956284153008,603.8661452758571,28614.99029861648
211,-118.314125,34.163044,1,34497.083333333336,227680.75000000006,6.6,604.4065510894434,28659.908306842222
212,-118.375143815,34.0950033711,1,3597.8749999999986,23745.975,6.600000000000001,604.129106576502,28636.849284573003
213,-118.21724187433331,34.05072109653334,6,30007.12499999999,198150.025,6.602759210663664,757.5142664481666,44525.01093156112
214,-118.316864298,34.177245984,1,4608.374999999998,30422.508333333335,6.600669810778997,604.4645853636042,28664.731157116246
215,-118.339164942,33.8087097063,1,5407.083333333332,35696.066666666666,6.601068270329426,602.9723942274346,28540.669161871105
216,-118.367183965,34.0902880511,1,1687.041666666666,11134.475,6.600000000000003,604.1099155631046,28635.2541293568
217,-118.306697245,34.18323543775714,7,42279.79166666665,279180.06666666665,6.602965285428425,729.0112773161029,40602.69687315179
218,-118.487852041,34.0283727303,1,3333.7916666666656,22017.0,6.605999438610398,603.8583603962742,28614.34311590626
219,-118.28378081049999,34.0197571206,2,8732.291666666664,57645.666666666664,6.601059036608336,621.9656483685305,30414.909929931386
220,-118.232409262,34.04550975555,2,9976.624999999996,65850.38333333333,6.600357069855386,634.3532665195505,31310.4020619978
221,-118.56102333333335,34.241892,3,21247.041666666657,140295.69166666665,6.602048936638735,722.6425480605171,40088.258031245714
222,-118.25822,34.0424405,2,3874.8749999999986,25574.449999999997,6.5999868230333405,654.9220868880026,33862.28695066981
223,-118.200171583,33.7666438391,1,2936.916666666665,19383.65,6.600000000000002,602.803880812828,28526.65150693533
224,-118.452091648,34.0197403522,1,3280.0416666666656,21648.274999999998,6.600000000000002,603.8233522294494,28611.432732643425
225,-118.256884752,34.0495983716,1,3946.4999999999986,26060.875,6.602786733512627,603.9445067065554,28621.50456678439
226,-118.2761873,34.1465948,1,495.1249999999998,5946.5,12.006949312688592,604.3393874118585,28654.32655309119
227,-118.216895666,34.1393690536,1,3646.3749999999986,24114.425,6.609108446650954,604.3099021277912,28651.8760534885
228,-118.397253,33.739188,1,3415.1666666666656,22549.416666666664,6.60095807873396,602.6940928303876,28517.518079173617
