charger_id,longitude,latitude,site,total_duration,total_volume,avg_power
12639931,-118.461635213,34.0483563442,51,3768.4999999999986,24872.1,6.600000000000002
12639971,-118.461602904,34.0483284097,51,4065.999999999999,26835.6,6.600000000000003
12640021,-118.461591433,34.0483077062,51,4237.374999999999,27966.675,6.600000000000003
12640061,-118.461581501,34.0482786474,51,3671.2499999999986,24239.56666666667,6.602674186209685
12640091,-118.461555339,34.0482630338,51,4456.583333333332,29432.891666666666,6.604090115250275
12640151,-118.46154004,34.0482424418,51,4718.833333333332,31176.908333333333,6.60854523770016
12640181,-118.461529268,34.0482169824,51,5211.583333333332,34396.45,6.600000000000002
12640221,-118.461489886,34.0481748489,51,5324.541666666664,35141.975,6.600000000000003
12547261,-118.259669111,33.8415617358,52,2019.166666666666,13340.474999999999,6.605572662826763
12547271,-118.2596557,33.8415936675,52,3083.0065104166656,20357.571093749997,6.60084881261475
12547281,-118.25970514,33.8415475289,52,3047.332313519813,20121.709935897437,6.602169116831862
12554661,-118.30351958,34.1744470229,53,3189.3168665824905,21074.316319444442,6.607967394194283
12554671,-118.303609421,34.174503995,53,2554.1363636363626,16857.3,6.600000000000002
12554691,-118.303513308,34.1745623822,53,3545.40689102564,23518.3021474359,6.653976488100578
12558011,-118.303556671,34.1744663364,53,2541.62058080808,16774.695833333335,6.600000000000001
12558061,-118.303531419,34.1744899845,53,2723.3749999999995,17978.93333333333,6.603959484346226
12558081,-118.303536784,34.1744596573,53,2310.499999999999,15249.3,6.600000000000001
12569611,-118.470785627,34.0293837831,54,5615.458333333331,37124.35,6.605352900637672
12569791,-118.47085,34.029366,54,3817.2083333333317,25202.89166666667,6.601346257199645
12603041,-118.46166909,34.0472803373,55,1988.5725806451605,13124.579032258065,6.600000000000003
12603401,-118.310036849,34.1811025759,56,3819.374999999998,25245.141666666666,6.607417169826565
12603451,-118.310079765,34.1810610793,56,3764.5833333333317,24883.516666666666,6.607546553802825
12626731,-118.469594169,34.0314222174,57,4237.041666666665,27964.475,6.600000000000001
12626851,-118.46968,34.03144,57,3866.749999999998,25520.549999999996,6.600000000000002
12629701,-118.344536,34.198936,58,6126.916666666665,40535.475000000006,6.619252580534509
12709371,-118.345314,34.19945,59,4569.041666666665,30169.65,6.603047334582552
12721201,-118.1686751,33.9014224,60,1950.8039215686267,12875.30588235294,6.600000000000003
12731401,-118.482073195,33.9999378653,61,4611.249999999998,30438.908333333333,6.600380458455843
12731471,-118.48201296,33.9998388606,61,3191.749999999999,21065.549999999996,6.600000000000003
12750001,-118.3920345,34.0259058,62,2314.541666666666,15275.975,6.600000000000002
12758491,-118.329249971,34.0964619988,63,3093.4999999999986,20417.1,6.600000000000003
12758511,-118.329271093,34.096487264,63,2366.8020833333326,15620.89375,6.600000000000002
12758581,-118.329240918,34.096488097,63,729.9999999999995,4817.999999999999,6.6
12759031,-118.329265729,34.0964622764,63,2222.8749999999995,14670.975,6.600000000000003
12770641,-118.329227507,34.0964636646,63,0.0,0.0,0.0
5513801,-118.329282493,34.0964653304,63,2484.624999999999,16398.524999999998,6.600000000000004
5576901,-118.329255671,34.0964853206,63,2362.8333333333326,15594.7,6.600000000000003
12776061,-118.351765161,34.0221617288,64,1405.6356652010086,9283.522777995997,6.617534459068602
12776571,-118.351899917,34.0221742358,64,4345.749999999999,270019.7916666666,62.205547129818605
12926151,-118.395224356,33.9044678833,65,2229.416666666666,14714.15,6.600000000000003
12926161,-118.395171609,33.9044562525,65,2149.9583333333326,14189.725,6.600000000000002
12926171,-118.394959795,33.9045669077,65,2556.2916666666656,16871.525,6.600000000000003
12926221,-118.394787712,33.9045097323,65,2326.3749999999995,15354.074999999999,6.600000000000002
12926231,-118.394850058,33.9045234283,65,2051.5833333333326,13540.449999999999,6.600000000000003
12926251,-118.394901036,33.904545168,65,2276.624999999999,15025.724999999999,6.600000000000001
12943221,-118.481606,34.006878,66,8697.541666666664,57414.625,6.601090059521555
12943461,-118.49681,34.0227,67,9582.58333333333,63273.0,6.602426063661502
12943891,-118.493432502,34.0256939603,68,7868.916666666664,51965.375,6.605391778209061
12944331,-118.463875,34.014572,69,2896.7083333333326,19118.274999999998,6.600000000000002
129585,-118.20116051,34.0642625664,70,4111.624999999998,27136.725000000002,6.600000000000002
129789,-118.201191356,34.0642747872,70,3988.2916666666647,26336.700000000004,6.608903179651071
12971011,-118.182881484,33.7648928596,71,5026.249999999999,33173.25,6.600000000000002
12977021,-118.273309934,34.0335217872,72,3335.791666666666,40029.5,12.000000000000004
12995371,-118.4166362,34.0614555,73,4416.208333333331,29176.95,6.6044894542598795
12995581,-118.416659,34.0614598,73,3905.9583333333317,25793.300000000003,6.602624413145542
12996161,-118.4166317,34.061471,73,6051.791666666666,39951.14166666667,6.600858162212618
13003781,-118.35355744,34.0636693504,74,2870.6249999999986,18946.124999999996,6.600000000000002
13003811,-118.353482339,34.0637049021,74,2408.2916666666656,15894.725,6.600000000000003
13013651,-118.170815144,33.8104444606,75,3545.624999999999,42551.708333333336,12.000593224321026
13013661,-118.170849905,33.8104577507,75,3551.583333333332,42635.833333333336,12.003967201846127
13013681,-118.170942226,33.8107236753,75,2777.874999999999,33347.125,12.004850875535404
130191,-118.438572358,34.0705506162,76,4043.666666666665,26688.2,6.600000000000002
130201,-118.45036519,33.9892951514,77,1691.3749999999993,11177.858333333332,6.616452657348182
130225,-118.221619366,34.0769105087,78,3441.499999999998,22737.666666666668,6.608250332557369
13028771,-118.3978622,34.0205698382,79,4487.499999999998,29634.049999999996,6.601426342889919
13028801,-118.397835723,34.0205876538,79,3767.291666666665,24864.125,6.600000000000003
13028861,-118.397817442,34.0206016578,79,3213.749999999999,21210.750000000004,6.600000000000003
13028871,-118.3980184,34.0206018076,79,4028.416666666665,26592.208333333332,6.60061658945511
13028891,-118.397832,34.0205934,79,3909.4999999999986,25802.7,6.600000000000002
13028901,-118.398049245,34.0206384889,79,3266.374999999999,21558.075,6.600000000000002
130379,-118.500641589,34.1694558752,80,1581.6401012017702,10438.824667931689,6.600000000000003
130443,-118.500602023,34.1690512762,80,1802.2214912280695,9871.488157894735,5.3725250567829415
13054021,-118.361413482,34.137505667,81,4347.666666666665,28694.6,6.600000000000003
13054061,-118.361237092,34.1373813384,81,3736.874999999999,24663.374999999996,6.600000000000002
13054071,-118.361254234,34.1376228591,81,3559.958333333332,17799.791666666664,5.000000000000001
13061361,-118.240496272,34.1356708678,82,2481.791666666666,16379.824999999999,6.600000000000004
13061381,-118.240484967,34.1357166508,82,2179.3333333333326,14382.758333333333,6.600043005382613
13072661,-118.240897604,34.1354643157,82,3667.8749999999986,24207.975000000006,6.600000000000003
13076941,-118.196240158,33.8544291407,83,2584.4999999999986,17057.699999999997,6.600000000000003
13077041,-118.196485334,33.8545938726,83,2200.916666666666,14526.05,6.600000000000005
13077071,-118.196453132,33.8545999609,83,2171.4583333333326,14485.754166666668,6.6507637427537265
13077111,-118.196275953,33.854440111,83,2069.7083333333326,13674.05,6.608610597658661
13104021,-118.3420218,34.1361761,84,3772.624999999998,24899.325,6.600000000000004
13104031,-118.3417817,34.1421323,85,1689.0256517874768,11147.569301797352,6.600000000000004
136893,-118.256036926,34.1268995769,86,8678.374999999998,57277.274999999994,6.600000000000003
136947,-118.256012771,34.1267639543,86,7119.083333333331,47046.191666666666,6.607492871802482
137717,-118.256072842,34.1267625803,86,6900.624999999997,45560.24166666667,6.601346899832162
144201,-118.54493038,34.193181319,87,1077.6927844405268,7112.7723773074795,6.600000000000001
144205,-118.53556928,34.2426728249,88,3129.0833333333326,20740.458333333332,6.655118069074917
144249,-118.302397926,34.2585901095,89,2111.874999999999,13938.375000000002,6.600000000000002
144255,-118.175697751,34.0875301318,90,1006.3829425887011,6642.12742108543,6.600000000000001
152439,-118.641123,34.157269,91,2800.8333333333326,18511.85,6.608063396339637
152629,-118.450149469,33.9733769656,92,2302.874999999999,15198.975,6.600000000000003
153161,-118.450543754,33.9739041347,92,7070.70833333333,46666.67499999999,6.600000000000005
155881,-118.2848303115,34.025703232599994,93,2227.791666666666,14714.150000000001,6.605539772727275
156683,-118.284785841,34.0258852971,93,2036.5314393939386,13441.1075,6.600000000000004
156685,-118.284816243,34.0259478852,93,2447.041666666666,16150.475,6.600000000000003
163071,-118.2869209,33.8537543,94,5050.708333333332,33339.33333333333,6.6004354396460405
166435,-118.385402389,33.9879021568,95,4856.166666666665,32050.7,6.600000000000001
168361,-118.369458541,33.8390453093,96,1724.2083333333326,11379.775,6.600000000000002
226554,-118.36952487,33.8390718359,96,2336.791666666666,15419.224999999999,6.597084241712787
226558,-118.36947301,33.8390469442,96,2520.499999999999,16635.3,6.600000000000002
439631,-118.369333316,33.8390465753,96,2272.124999999999,15000.683333333334,6.6010326609029795
168715,-118.5326163,34.2196268,97,6990.916666666665,46172.65833333334,6.604256677600753
175659,-118.5326839,34.2196803,97,6187.333333333331,40869.00833333333,6.603656539137404
175665,-118.5327099,34.2197216,97,11444.624999999996,75565.65416666667,6.602690846780969
1696191,-118.406056442,33.9790623644,98,2574.499999999999,16991.699999999997,6.600000000000002
1696201,-118.406012185,33.9790857185,98,2227.749999999999,14703.150000000001,6.600000000000002
1698531,-118.455731497,33.976826507,99,4985.041666666666,32905.93333333333,6.600689510558519
1698541,-118.455690313,33.9768222494,99,5741.166666666665,37924.308333333334,6.605385076655975
174445,-118.35323683,34.1415793449,100,2870.1666666666656,18943.1,6.600000000000003
174447,-118.36061603,34.1389984146,101,3032.6666666666656,20015.600000000002,6.600000000000003
174453,-118.3606281,34.1390000796,101,3788.8749999999986,25006.574999999997,6.600000000000003
1744561,-118.60545284,34.1987021816,102,2793.999999999999,18468.35,6.613141603322627
174599,-118.359305253,34.1426002054,103,4411.874999999998,29118.375,6.600000000000003
175003,-118.358433667,34.1423581263,104,2860.708333333332,18887.908333333336,6.602614643135588
1750321,-118.254505591,34.1581042872,105,3944.999999999998,26041.658333333333,6.600393975487539
1750351,-118.254492515,34.1581037323,105,4404.166666666665,29074.73333333333,6.600985617834636
1750361,-118.254476087,34.1581037323,105,3219.374999999999,21247.875,6.600000000000003
1750371,-118.254461334,34.1581023451,105,3325.1666666666656,21960.074999999997,6.602988234354554
1761091,-118.336075621,34.0473815817,106,6293.958333333332,41557.01666666667,6.602049791268942
1765851,-118.30559,34.060863,107,1459.999999999999,9635.999999999998,6.600000000000005
1767091,-118.429359682,33.9720017321,108,3558.9583333333317,23489.125,6.600000000000003
176735,-118.215083645,33.7885757157,109,2729.583333333332,18015.25,6.600000000000004
177795,-118.237896301,34.0647213767,110,2398.9166666666656,15832.850000000002,6.600000000000002
1784311,-118.352526015,33.8361815748,111,4225.208333333331,27900.350000000002,6.602715337742078
1844921,-118.352516922,33.8362391717,111,3556.1666666666656,23493.44166666667,6.603224558438548
1844931,-118.352534884,33.8362735763,111,4290.666666666666,28346.35,6.604874662657568
354341,-118.352516,33.836227,111,3301.874999999999,21792.375,6.600000000000002
1794101,-118.390733448,33.9756591782,112,3014.999999999999,20006.387499999997,6.6219432202436055
1794121,-118.390597841,33.9757234168,112,3036.541666666665,20041.175000000003,6.600000000000003
1794131,-118.390726819,33.9754412989,112,2640.4999999999986,17427.3,6.600000000000003
1794151,-118.390775478,33.9752588687,112,2517.3333333333326,16614.4,6.600000000000003
1797431,-118.6593094,34.1718906318,113,2860.0833333333326,18876.55,6.600000000000003
1799961,-118.3761892,33.8161376,114,5755.499999999999,37995.61666666666,6.601660471195306
1804981,-118.391893403,33.9760474447,115,2910.8333333333326,19211.499999999996,6.600000000000002
1804991,-118.391897426,33.9760541176,115,2609.0833333333326,17219.95,6.600000000000001
1805011,-118.391924248,33.9760074077,115,2216.541666666666,14629.175000000001,6.600000000000003
1805311,-118.391932295,33.9760229777,115,2591.541666666666,17108.833333333332,6.600772910790336
1819311,-118.145118357,33.9531849253,116,4149.583333333332,27387.25,6.600000000000001
182023,-118.353218745,33.8478352901,117,8006.499999999998,52854.791666666664,6.601595421778173
185077,-118.353223033,33.8477828727,117,5201.916666666666,34355.941666666666,6.602527098358945
182247,-118.365088301,33.7686948273,118,1707.9949999999992,11272.766999999998,6.600000000000002
2053791,-118.364873096,33.7688688955,118,2837.9166666666656,18730.25,6.600000000000003
2053801,-118.365006653,33.7688199305,118,2448.249999999999,16158.449999999999,6.600000000000002
183127,-118.333078313,33.8466589637,119,3558.791666666665,23488.025,6.600000000000003
183129,-118.333152074,33.8468160135,119,2286.4166666666656,15090.35,6.600000000000004
1835111,-118.340961664,34.1008338584,120,2603.0833333333326,17184.475,6.600412448443947
187767,-118.262221319,33.8434702737,121,1708.2083333333323,11069.1625,6.520832057918481
191131,-118.262197375,33.8434799179,121,3682.458333333332,24295.7,6.598147765349947
191885,-118.262179677,33.8434858067,121,4201.624999999998,27730.725,6.600000000000001
1880141,-118.185412986,33.8287390536,122,3730.0416666666656,24621.89166666667,6.6003189862997615
1894141,-118.59134647,34.1765595869,123,2721.0416666666656,17972.85,6.604531452658887
1903271,-118.227904401,34.1658176349,124,2395.0833333333326,15807.55,6.600000000000002
1903301,-118.227958715,34.1658398279,124,2820.958333333332,18618.324999999997,6.600000000000002
190419,-118.4149423,33.9208385,125,2677.999999999999,17674.800000000003,6.600000000000001
1912921,-118.245232098,34.0624069642,126,3074.458333333332,11501.808333333332,3.7318615319188906
191435,-118.257286141,34.150096191,127,6721.499999999998,44361.9,6.600000000000002
1929951,-118.233604115,34.0422804804,128,0.0,0.0,0.0
1929971,-118.233777113,34.0421351334,128,0.0,0.0,0.0
1938351,-118.480166828,34.0332857025,129,1646.2083333333328,10864.975000000002,6.600000000000002
1938441,-118.480148052,34.0332757,129,2213.999999999999,14612.400000000001,6.600000000000003
1938531,-118.480142688,34.0332584734,129,1897.2499999999995,12553.75,6.610514390555324
1938601,-118.480151405,34.033262919,129,2153.624999999999,14223.241666666667,6.603455736894167
193959,-118.210563188,34.1297130694,130,2499.791666666666,16517.75,6.606395976136078
200005,-118.210760666,34.1296772678,130,2831.291666666666,18686.525,6.600000000000002
1948871,-118.488933147,34.0259487655,131,3030.333333333332,20000.2,6.600000000000002
1948881,-118.488964648,34.0259287764,131,3129.166666666666,20661.816666666666,6.60191189547849
196319,-118.255936587,34.1437918304,132,7109.374999999998,46921.87499999999,6.600000000000004
204455,-118.2562898,34.1437332,132,6280.958333333331,41372.89166666666,6.585837356441911
1967181,-118.384111641,33.9298301127,133,2513.4583333333326,16598.141666666666,6.604108371751189
1967191,-118.3841103,33.929829,133,3028.874999999999,19990.574999999997,6.600000000000003
1967201,-118.384115664,33.9298445784,133,3064.958333333332,20228.725000000002,6.600000000000003
1967251,-118.3847895,33.9295878,133,2866.458333333332,18918.625000000004,6.600000000000003
1967261,-118.385781273,33.9297701805,134,2765.8749999999995,18254.775,6.600000000000003
1969701,-118.533859993,34.1707645862,135,7103.374999999998,46890.55,6.600615791040337
1969711,-118.533638169,34.1710475768,135,4583.791666666665,30253.024999999998,6.600000000000002
1969721,-118.533839232,34.1708537958,135,6621.958333333331,43704.925,6.600000000000001
1969731,-118.533643799,34.1710605582,135,5022.791666666665,33169.058333333334,6.601808465978797
1969741,-118.533839962,34.1708881394,135,0.0,0.0,0.0
1969751,-118.533629789,34.1711185915,135,3423.4583333333326,22625.016666666666,6.606118972998075
1969761,-118.533839491,34.1708669244,135,3952.874999999999,26108.541666666664,6.604011549435345
1969771,-118.533600591,34.1710952178,135,5470.833333333332,36256.566666666666,6.625752166069227
1969781,-118.533588726,34.1709444799,135,8461.749999999996,55875.5,6.60242695579137
1969791,-118.53360048,34.1710348804,135,7864.583333333331,51906.25,6.600000000000001
1969801,-118.533875762,34.1709480041,135,0.0,0.0,0.0
1969811,-118.533598173,34.1710632168,135,4356.791666666665,28770.94166666667,6.602799490475365
1969861,-118.533860964,34.1709315379,135,3515.666666666665,23203.399999999998,6.600000000000003
1980651,-118.19433553100001,33.84628684635,136,1158.833333333333,63187.49999999999,55.311408198301315
1984691,-118.231759744,34.1665176851,137,2479.416666666666,16364.149999999998,6.600000000000003
1995441,-118.151862787,33.9246076945,138,1379.4999999999995,74037.44987365413,54.98260415430171
1998861,-118.353777635,33.9179870654,139,4628.916666666665,30578.8,6.604702185364839
2000011,-118.353692278,33.9180102214,139,2185.666666666666,14425.4,6.600000000000003
1999441,-118.3857061,33.9248509,140,9725.416666666666,64187.75,6.6000000000000005
2010651,-118.310496008,34.1864260667,141,6869.499999999997,45338.700000000004,6.600000000000003
2050831,-118.3429,33.80927,142,2704.4999999999986,17849.699999999997,6.600000000000003
2050841,-118.343056,33.80917,142,2567.416666666666,16944.95,6.600000000000003
2052191,-118.378545171,34.0655790123,143,0.0,0.0,0.0
2058891,-118.277513691,34.0279772418,144,6399.749999999998,42238.35,6.600000000000003
2064861,-118.258897346,34.1555024808,145,3397.958333333332,22426.525,6.600000000000003
2074301,-118.6080822,34.1703392864,146,2053.7083333333326,7666.320833333332,3.920230443239458
2074321,-118.607982958,34.1701174444,146,4004.499999999998,10196.949999999997,2.6367099312968434
2074331,-118.607907856,34.1701085676,146,3793.1249999999986,8989.470370370367,2.3755600931500402
209305,-118.430083645,34.2848583685,147,6250.124999999998,41255.48333333334,6.600527996070729
214299,-118.430043929,34.2848257916,147,5401.333333333332,35648.8,6.600000000000002
2096461,-118.347468779,34.1690298145,148,3597.1249999999986,23741.025,6.600000000000002
2097291,-118.331132136,34.1646627773,149,6152.166666666664,40640.58333333333,6.605560933619162
7110591,-118.330998198,34.1644579795,149,5988.166666666665,39573.14166666667,6.605364771629532
2098001,-118.32673,34.198357,150,7029.0460526315765,46461.57894736842,6.6071713448098235
2098091,-118.30196717999999,34.179967853950004,151,6356.208333333331,41973.341666666674,6.603034039759305
2101041,-118.26468636,34.0406566483,152,2800.249999999999,18481.649999999998,6.600000000000003
2101051,-118.264697288,34.0406653386,152,2797.166666666666,18465.958333333332,6.6006744365619445
2101141,-118.264664902,34.0406388676,152,6374.041666666665,42091.96666666666,6.603729807557245
2101161,-118.26468636,34.0406121965,152,5661.416666666666,37370.00833333334,6.6006045857668205
2110981,-118.185668726,33.875009611,153,2204.0833333333326,14546.949999999999,6.600000000000005
2111011,-118.185817,33.875003,153,3080.458333333332,20331.024999999998,6.600000000000002
2112751,-118.185749945,33.8750119077,153,2785.374999999999,18388.13333333333,6.600732672748247
2111631,-118.266068865,34.0689451965,154,1754.999999999999,11597.849999999999,6.602995529337566
2121271,-118.266098899,34.0689767401,154,2240.124999999999,14807.375,6.606362767107345
4437181,-118.2663201,34.0690878,154,7752.33333333333,51193.34999999999,6.602647419598897
2116041,-118.39452,34.18001,155,0.0,0.0,0.0
2116091,-118.39457,34.18017,155,0.0,0.0,0.0
2116101,-118.39473,34.18028,155,0.0,0.0,0.0
2116081,-118.39642,34.179554,156,0.0,0.0,0.0
2116971,-118.395805,34.18183,157,2167.0416666666656,14302.475,6.600000000000003
2116981,-118.395517279,34.1815055067,157,4228.916666666665,27910.85,6.600000000000003
2166881,-118.39603,34.181885,157,2604.541666666666,17194.633333333335,6.60074285714286
212391,-118.415503581,33.9697726179,158,9584.541666666662,63257.975,6.600000000000002
212399,-118.415499558,33.9697370268,158,6826.095111896346,45066.2027385159,6.601013994828424
215955,-118.415516399,33.9693207404,158,5082.374999999998,33548.333333333336,6.600365416797409
